archetype,hash16,score_final,formula_percent,source,gate_status,gate_reason,material_score,canvas_score,stagekeeper_score,demiurge_score,scene_viability,birth_readiness,containment_integrity,hypothesis_visibility,expert_gate,final_priority,creative_potential,safe_containment,signal_clarity,process_tags,components_json
LAPIS_PURIFIER,435307681ffc023e,0.25978866,REPRODUCIBLE_SCENE_PROTOCOL=58.86%; CLEAN_CANVAS_SURFACE=23.63%; SIGNAL_CLARITY_GATE=6.12%; ALGINATE_HYDROGEL=5.76%; BIOBASED_ION_EXCHANGE_TOKEN=5.64%,crossover,PASSED,OK,0.480014,0.876718,0.871351,0.0245,0.855589,0.768342,0.806373,0.867912,0.903835,0.259789,0.603926,0.757101,0.852807,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.05758514054907807, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.05640073533766984, ""CLEAN_CANVAS_SURFACE"": 0.2362828062584461, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5885555578564015, ""SIGNAL_CLARITY_GATE"": 0.06117575999840461}"
LAPIS_PURIFIER,f243711e38eee26e,0.25807109,REPRODUCIBLE_SCENE_PROTOCOL=59.57%; CLEAN_CANVAS_SURFACE=22.47%; BIOBASED_ION_EXCHANGE_TOKEN=6.07%; ALGINATE_HYDROGEL=5.76%; SIGNAL_CLARITY_GATE=5.7%; CREATIVE_POTENTIAL_SEED=0.43%,crossover,PASSED,OK,0.48024,0.872742,0.870918,0.024748,0.853526,0.76678,0.806621,0.863823,0.903586,0.258071,0.600022,0.759292,0.85033,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.057582084114494794, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.060673514323098615, ""CLEAN_CANVAS_SURFACE"": 0.22466195846991788, ""CREATIVE_POTENTIAL_SEED"": 0.004346101160302432, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5957032004616131, ""SIGNAL_CLARITY_GATE"": 0.05703314147057319}"
LAPIS_PURIFIER,d0624b83ed631860,0.25657065,REPRODUCIBLE_SCENE_PROTOCOL=58.63%; CLEAN_CANVAS_SURFACE=23.86%; ALGINATE_HYDROGEL=5.8%; BIOBASED_ION_EXCHANGE_TOKEN=5.23%; SIGNAL_CLARITY_GATE=4.88%; BIOCHAR_SAFE=1.6%,crossover,PASSED,OK,0.48437,0.867002,0.865866,0.0245,0.849115,0.763785,0.80468,0.858911,0.902593,0.256571,0.59522,0.749953,0.840468,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.05804914992416084, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.05232985838060263, ""BIOCHAR_SAFE"": 0.015986319992215305, ""CLEAN_CANVAS_SURFACE"": 0.238560984002711, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5862888405054947, ""SIGNAL_CLARITY_GATE"": 0.048784847194815524}"
LAPIS_PURIFIER,585571b17febc023,0.25449962,REPRODUCIBLE_SCENE_PROTOCOL=57.21%; CLEAN_CANVAS_SURFACE=23.28%; ACTIVATED_CARBON_SAFE=7.19%; SIGNAL_CLARITY_GATE=4.54%; ALGINATE_HYDROGEL=4.04%; BIOBASED_ION_EXCHANGE_TOKEN=3.75%,mutated,PASSED,OK,0.501521,0.848337,0.855564,0.0245,0.836428,0.754867,0.800095,0.841716,0.900872,0.2545,0.579176,0.727756,0.817998,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.04040653126583867, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.03745081824673772, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.572069569430801, ""SIGNAL_CLARITY_GATE"": 0.045428528353343246, ""CLEAN_CANVAS_SURFACE"": 0.2327751612733281, ""ACTIVATED_CARBON_SAFE"": 0.07186939142995134}"
LAPIS_PURIFIER,996fecd36e42b160,0.25200113,REPRODUCIBLE_SCENE_PROTOCOL=58.62%; CLEAN_CANVAS_SURFACE=21.58%; ALGINATE_HYDROGEL=5.67%; SIGNAL_CLARITY_GATE=5.61%; BIOBASED_ION_EXCHANGE_TOKEN=4.91%; BIOCHAR_SAFE=3.6%,mutated,PASSED,OK,0.48956,0.853478,0.859732,0.0245,0.840599,0.757716,0.802253,0.846933,0.901254,0.252001,0.581916,0.740983,0.828741,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.056711556865518625, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.049142238899494435, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5861847435022085, ""SIGNAL_CLARITY_GATE"": 0.056143807003713415, ""CLEAN_CANVAS_SURFACE"": 0.21577408504358392, ""BIOCHAR_SAFE"": 0.03604356868548111}"
LAPIS_PURIFIER,a312cb550cf658f9,0.25095501,REPRODUCIBLE_SCENE_PROTOCOL=60.98%; CLEAN_CANVAS_SURFACE=18.66%; BIOCHAR_SAFE=5.73%; BIOBASED_ION_EXCHANGE_TOKEN=4.93%; ALGINATE_HYDROGEL=4.86%; SIGNAL_CLARITY_GATE=4.84%,mutated,PASSED,OK,0.495689,0.844291,0.859323,0.0245,0.835895,0.754089,0.803061,0.836907,0.901175,0.250955,0.566918,0.74353,0.821504,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP EXPERT_VALIDATION_REQUIRED LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER WORLD_MODEL,"{""ALGINATE_HYDROGEL"": 0.04855096029802238, ""BIOBASED_ION_EXCHANGE_TOKEN"": 0.0493396068387113, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6098294025786379, ""SIGNAL_CLARITY_GATE"": 0.04842706864011429, ""CLEAN_CANVAS_SURFACE"": 0.18657042147440514, ""BIOCHAR_SAFE"": 0.05728254017010897}"
LAPIS_STONE,5ca0115a59f2fcc1,0.23741335,REPRODUCIBLE_SCENE_PROTOCOL=60.51%; CLEAN_CANVAS_SURFACE=25.46%; SAFE_CONTAINMENT_MATRIX=7.8%; CHITOSAN_BINDER=4.17%; MAGNESIUM_PHOSPHATE_SAFE=2.06%,mutated,PASSED,OK,0.393334,0.912668,0.906706,0.0245,0.886099,0.790396,0.83364,0.891383,0.916682,0.237413,0.62603,0.824953,0.877417,EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""CHITOSAN_BINDER"": 0.04174710175842174, ""MAGNESIUM_PHOSPHATE_SAFE"": 0.02058337069483405, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6050587231243142, ""CLEAN_CANVAS_SURFACE"": 0.25458589474944177, ""SAFE_CONTAINMENT_MATRIX"": 0.0780249096729883}"
LAPIS_HEALER,8bb1445d5e1ed101,0.23711344,REPRODUCIBLE_SCENE_PROTOCOL=61.04%; LOW_NOISE_MEMORY_FIELD=17.84%; SAFE_CONTAINMENT_MATRIX=17.12%; BACTERIAL_CELLULOSE_MATRIX=3.13%; GELATIN_COLLAGEN_TOKEN=0.87%,mutated,PASSED,OK,0.371397,0.904915,0.941464,0.04983,0.89868,0.80228,0.864648,0.883695,0.92976,0.237113,0.59934,0.931798,0.92113,ADSORBENT_CORE ANIMA_BIO BIOMINERALIZED CLOSED_LOOP CONDUCTIVE_TRACE EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""GELATIN_COLLAGEN_TOKEN"": 0.008670551288454228, ""SAFE_CONTAINMENT_MATRIX"": 0.17118501878745057, ""LOW_NOISE_MEMORY_FIELD"": 0.17841203954873142, ""BACTERIAL_CELLULOSE_MATRIX"": 0.03134055719594683, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.610391833179417}"
LAPIS_HEALER,bb6db722f56db19b,0.2369316,REPRODUCIBLE_SCENE_PROTOCOL=61.86%; SAFE_CONTAINMENT_MATRIX=20.15%; LOW_NOISE_MEMORY_FIELD=13.91%; BACTERIAL_CELLULOSE_MATRIX=2.89%; GELATIN_COLLAGEN_TOKEN=1.19%,mutated,PASSED,OK,0.372088,0.899837,0.940199,0.044252,0.89671,0.800741,0.867674,0.87913,0.930927,0.236932,0.592534,0.936274,0.908686,ADSORBENT_CORE ANIMA_BIO BIOMINERALIZED CLOSED_LOOP CONDUCTIVE_TRACE EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""GELATIN_COLLAGEN_TOKEN"": 0.011875957009689825, ""SAFE_CONTAINMENT_MATRIX"": 0.20151029312942795, ""LOW_NOISE_MEMORY_FIELD"": 0.13912624665253745, ""BACTERIAL_CELLULOSE_MATRIX"": 0.02886215852978206, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6186253446785628}"
LAPIS_STONE,a8fcc62165271cac,0.23414097,REPRODUCIBLE_SCENE_PROTOCOL=60.48%; CLEAN_CANVAS_SURFACE=30.28%; CHITOSAN_BINDER=4.21%; SAFE_CONTAINMENT_MATRIX=3.34%; MAGNESIUM_PHOSPHATE_SAFE=1.68%,mutated,PASSED,OK,0.390421,0.916107,0.903488,0.0245,0.885591,0.789652,0.826529,0.896239,0.914176,0.234141,0.641329,0.807972,0.887264,EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""CHITOSAN_BINDER"": 0.04213289511106498, ""MAGNESIUM_PHOSPHATE_SAFE"": 0.016844530320454937, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6048252800152337, ""CLEAN_CANVAS_SURFACE"": 0.30282550408684766, ""SAFE_CONTAINMENT_MATRIX"": 0.03337179046639869}"
LAPIS_DEMIURGE,30ef42fee4d8b3e9,0.2317753,LOW_NOISE_MEMORY_FIELD=39.76%; ACTIVE_LEARNING_AUTOLAB=20.67%; GPT_TRANSFORMER_ENGINE=20.29%; REPRODUCIBLE_SCENE_PROTOCOL=9.12%; KNOWLEDGE_GRAPH_MEMORY=5.87%; EXPERT_REVIEW_GATE=4.28%,mutated,PASSED,OK,0.482332,0.489011,0.649027,0.502352,0.57259,0.611581,0.589644,0.562679,0.836642,0.231775,0.375915,0.449362,0.506569,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.20671308586667672, ""EXPERT_REVIEW_GATE"": 0.042840309576698585, ""GPT_TRANSFORMER_ENGINE"": 0.2029103645265044, ""KNOWLEDGE_GRAPH_MEMORY"": 0.05869546444742107, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.09124875801986539, ""LOW_NOISE_MEMORY_FIELD"": 0.39759201756283385}"
LAPIS_DEMIURGE,feb6297ba8c49e2c,0.23149382,ACTIVE_LEARNING_AUTOLAB=31.6%; LOW_NOISE_MEMORY_FIELD=30.61%; REPRODUCIBLE_SCENE_PROTOCOL=19.81%; GPT_TRANSFORMER_ENGINE=14.01%; EXPERT_REVIEW_GATE=3.98%,mutated,PASSED,OK,0.471261,0.510048,0.670986,0.48596,0.590434,0.621919,0.60603,0.574673,0.84166,0.231494,0.393751,0.497995,0.520368,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP CONDUCTIVE_TRACE DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.3159985993384969, ""EXPERT_REVIEW_GATE"": 0.03978227575984039, ""GPT_TRANSFORMER_ENGINE"": 0.14005660989318242, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.1980531311575766, ""LOW_NOISE_MEMORY_FIELD"": 0.30610938385090364}"
LAPIS_DEMIURGE,420532a117f36635,0.23123946,LOW_NOISE_MEMORY_FIELD=34.28%; ACTIVE_LEARNING_AUTOLAB=32.23%; REPRODUCIBLE_SCENE_PROTOCOL=13.8%; GPT_TRANSFORMER_ENGINE=13.66%; EXPERT_REVIEW_GATE=6.04%,mutated,PASSED,OK,0.487531,0.485194,0.651454,0.505037,0.571012,0.610228,0.590467,0.556933,0.836621,0.231239,0.383961,0.461678,0.497304,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP CONDUCTIVE_TRACE DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.322256518661922, ""EXPERT_REVIEW_GATE"": 0.06036099441748153, ""GPT_TRANSFORMER_ENGINE"": 0.1365515795011254, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.1379849679501207, ""LOW_NOISE_MEMORY_FIELD"": 0.34284593946935044}"
LAPIS_DEMIURGE,e6a261e6c45dd88a,0.23122064,LOW_NOISE_MEMORY_FIELD=46.05%; ACTIVE_LEARNING_AUTOLAB=22.8%; GPT_TRANSFORMER_ENGINE=12.13%; REPRODUCIBLE_SCENE_PROTOCOL=11.31%; KNOWLEDGE_GRAPH_MEMORY=4.55%; EXPERT_REVIEW_GATE=3.17%,mutated,PASSED,OK,0.429364,0.56416,0.694748,0.444602,0.628149,0.645615,0.629593,0.624098,0.847831,0.231221,0.438131,0.525961,0.594246,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.22796141884767732, ""EXPERT_REVIEW_GATE"": 0.031744262045402726, ""GPT_TRANSFORMER_ENGINE"": 0.1212630556344335, ""KNOWLEDGE_GRAPH_MEMORY"": 0.045466243027894614, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.11309399931668995, ""LOW_NOISE_MEMORY_FIELD"": 0.46047102112790184}"
LAPIS_STONE,de4ad9c4155102f3,0.23043345,REPRODUCIBLE_SCENE_PROTOCOL=55.91%; CLEAN_CANVAS_SURFACE=27.99%; LOW_NOISE_MEMORY_FIELD=7.17%; CHITOSAN_BINDER=4.13%; MAGNESIUM_PHOSPHATE_SAFE=3.19%; SAFE_CONTAINMENT_MATRIX=1.61%,crossover,PASSED,OK,0.393687,0.905739,0.891943,0.034675,0.877664,0.785592,0.821229,0.891745,0.910671,0.230433,0.63649,0.793375,0.884996,EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""CHITOSAN_BINDER"": 0.04129978077381891, ""CLEAN_CANVAS_SURFACE"": 0.27992695206969487, ""LOW_NOISE_MEMORY_FIELD"": 0.07166783259228572, ""MAGNESIUM_PHOSPHATE_SAFE"": 0.03188051950683435, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5590906145104886, ""SAFE_CONTAINMENT_MATRIX"": 0.016134300546877665}"
LAPIS_STONE,169faeff527aa4df,0.23033873,REPRODUCIBLE_SCENE_PROTOCOL=59.32%; CLEAN_CANVAS_SURFACE=27.03%; CHITOSAN_BINDER=5.74%; SAFE_CONTAINMENT_MATRIX=5.01%; MAGNESIUM_PHOSPHATE_SAFE=2.91%,mutated,PASSED,OK,0.397392,0.896623,0.890097,0.0245,0.873326,0.78188,0.82509,0.881492,0.912539,0.230339,0.616445,0.797536,0.859727,CONDUCTIVE_TRACE EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER STONE_BODY WORLD_MODEL,"{""CHITOSAN_BINDER"": 0.05737227379334144, ""CLEAN_CANVAS_SURFACE"": 0.270280764044787, ""MAGNESIUM_PHOSPHATE_SAFE"": 0.02908653096943412, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5931792706931854, ""SAFE_CONTAINMENT_MATRIX"": 0.05008116049925206}"
LAPIS_DEMIURGE,843f97b0a23aece5,0.23029187,LOW_NOISE_MEMORY_FIELD=37.15%; GPT_TRANSFORMER_ENGINE=21.24%; ACTIVE_LEARNING_AUTOLAB=19.68%; REPRODUCIBLE_SCENE_PROTOCOL=8.53%; KNOWLEDGE_GRAPH_MEMORY=5.44%; EXPERT_REVIEW_GATE=4.0%; BAYESIAN_OPTIMIZER=3.97%,mutated,PASSED,OK,0.50336,0.460153,0.631464,0.524321,0.551117,0.59828,0.574168,0.538682,0.831989,0.230292,0.358143,0.419823,0.473269,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.196771033949539, ""EXPERT_REVIEW_GATE"": 0.04002415175736117, ""GPT_TRANSFORMER_ENGINE"": 0.21241617197803883, ""KNOWLEDGE_GRAPH_MEMORY"": 0.05435720491029794, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.08525041426507979, ""LOW_NOISE_MEMORY_FIELD"": 0.3714558416054425, ""BAYESIAN_OPTIMIZER"": 0.03972518153424089}"
LAPIS_DEMIURGE,e91c09e6b9570c7c,0.23028202,LOW_NOISE_MEMORY_FIELD=37.26%; GPT_TRANSFORMER_ENGINE=21.31%; ACTIVE_LEARNING_AUTOLAB=19.37%; REPRODUCIBLE_SCENE_PROTOCOL=8.55%; KNOWLEDGE_GRAPH_MEMORY=5.5%; EXPERT_REVIEW_GATE=4.02%; BAYESIAN_OPTIMIZER=3.99%,mutated,PASSED,OK,0.502109,0.461455,0.6323,0.523061,0.552117,0.598886,0.574911,0.5398,0.832265,0.230282,0.358695,0.421156,0.474773,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.19373805627418167, ""EXPERT_REVIEW_GATE"": 0.04015129604773496, ""GPT_TRANSFORMER_ENGINE"": 0.2130909521361242, ""KNOWLEDGE_GRAPH_MEMORY"": 0.05501124975458967, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.08552122833483235, ""LOW_NOISE_MEMORY_FIELD"": 0.37263584136339956, ""BAYESIAN_OPTIMIZER"": 0.03985137608913766}"
LAPIS_DEMIURGE,81a8279e1cf7a574,0.22989774,LOW_NOISE_MEMORY_FIELD=35.56%; ACTIVE_LEARNING_AUTOLAB=26.16%; GPT_TRANSFORMER_ENGINE=15.21%; REPRODUCIBLE_SCENE_PROTOCOL=8.7%; EVOLUTIONARY_SEARCH_LOOP=6.8%; KNOWLEDGE_GRAPH_MEMORY=4.29%; EXPERT_REVIEW_GATE=3.29%,mutated,PASSED,OK,0.51625,0.447741,0.62349,0.534367,0.5415,0.592153,0.566923,0.527848,0.829109,0.229898,0.362676,0.407221,0.458509,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP CONDUCTIVE_TRACE DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.261639086092594, ""EXPERT_REVIEW_GATE"": 0.03285999196103642, ""GPT_TRANSFORMER_ENGINE"": 0.15205664376688974, ""KNOWLEDGE_GRAPH_MEMORY"": 0.042917976181575314, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.08696208799578012, ""LOW_NOISE_MEMORY_FIELD"": 0.35558416164402057, ""EVOLUTIONARY_SEARCH_LOOP"": 0.06798005235810385}"
LAPIS_STONE,b41661d08c23f036,0.22954189,REPRODUCIBLE_SCENE_PROTOCOL=61.26%; CLEAN_CANVAS_SURFACE=29.37%; MAGNESIUM_PHOSPHATE_SAFE=4.76%; CHITOSAN_BINDER=4.6%,mutated,PASSED,OK,0.399631,0.896339,0.884821,0.0245,0.871121,0.780327,0.819398,0.883926,0.910361,0.229542,0.62066,0.779506,0.865708,EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE SELF_HEALING_LAYER STONE_BODY,"{""CHITOSAN_BINDER"": 0.046039043249923584, ""MAGNESIUM_PHOSPHATE_SAFE"": 0.04763931123704669, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.6126193775708237, ""CLEAN_CANVAS_SURFACE"": 0.29370226794220605}"
LAPIS_DEMIURGE,3f6b086d7b2db095,0.22877228,LOW_NOISE_MEMORY_FIELD=37.54%; ACTIVE_LEARNING_AUTOLAB=19.52%; GPT_TRANSFORMER_ENGINE=19.16%; REPRODUCIBLE_SCENE_PROTOCOL=8.62%; EXPERT_REVIEW_GATE=5.6%; KNOWLEDGE_GRAPH_MEMORY=5.54%; BAYESIAN_OPTIMIZER=4.02%,mutated,PASSED,OK,0.49442,0.464552,0.635476,0.515816,0.555236,0.60058,0.577862,0.543056,0.833999,0.228772,0.361395,0.427128,0.478346,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.1951962658026766, ""EXPERT_REVIEW_GATE"": 0.056016212189490294, ""GPT_TRANSFORMER_ENGINE"": 0.19160540941166646, ""KNOWLEDGE_GRAPH_MEMORY"": 0.05542530329734345, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.08616492153814372, ""LOW_NOISE_MEMORY_FIELD"": 0.37544056205165627, ""BAYESIAN_OPTIMIZER"": 0.04015132570902327}"
LAPIS_DEMIURGE,eaa0d7628a77cef4,0.22847324,ACTIVE_LEARNING_AUTOLAB=37.81%; LOW_NOISE_MEMORY_FIELD=24.3%; REPRODUCIBLE_SCENE_PROTOCOL=21.31%; GPT_TRANSFORMER_ENGINE=10.85%; EXPERT_REVIEW_GATE=5.73%,mutated,PASSED,OK,0.497928,0.468614,0.649439,0.514141,0.561059,0.603513,0.586545,0.53964,0.836665,0.228473,0.367608,0.465934,0.470137,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP CONDUCTIVE_TRACE DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.3780578159857044, ""EXPERT_REVIEW_GATE"": 0.05725738976462024, ""GPT_TRANSFORMER_ENGINE"": 0.10853166082188054, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.2131160768927824, ""LOW_NOISE_MEMORY_FIELD"": 0.24303705653501248}"
LAPIS_DEMIURGE,6108ffde193994f9,0.22834989,ACTIVE_LEARNING_AUTOLAB=28.21%; LOW_NOISE_MEMORY_FIELD=27.65%; REPRODUCIBLE_SCENE_PROTOCOL=18.53%; GPT_TRANSFORMER_ENGINE=14.97%; KNOWLEDGE_GRAPH_MEMORY=6.7%; EXPERT_REVIEW_GATE=3.94%,crossover,PASSED,OK,0.492053,0.471684,0.648643,0.510411,0.562753,0.604766,0.586653,0.544032,0.837409,0.22835,0.359119,0.458019,0.47659,ADSORBENT_CORE BIOMINERALIZED CLOSED_LOOP CONDUCTIVE_TRACE DEMIURGE_LAYER EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER,"{""ACTIVE_LEARNING_AUTOLAB"": 0.2820951547793974, ""EXPERT_REVIEW_GATE"": 0.03937886039367801, ""GPT_TRANSFORMER_ENGINE"": 0.14971084012634517, ""KNOWLEDGE_GRAPH_MEMORY"": 0.06699200290482323, ""LOW_NOISE_MEMORY_FIELD"": 0.27653219125442985, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.18529095054132635}"
LAPIS_HEALER,475490c7b79c664e,0.22820479,REPRODUCIBLE_SCENE_PROTOCOL=52.97%; SAFE_CONTAINMENT_MATRIX=18.69%; LOW_NOISE_MEMORY_FIELD=18.34%; SIGNAL_CLARITY_GATE=5.65%; BACTERIAL_CELLULOSE_MATRIX=2.49%; GELATIN_COLLAGEN_TOKEN=1.86%,crossover,PASSED,OK,0.371104,0.897967,0.930484,0.050534,0.889486,0.795102,0.854034,0.875457,0.924655,0.228205,0.603162,0.899253,0.908582,ADSORBENT_CORE ANIMA_BIO BIOMINERALIZED CLOSED_LOOP CONDUCTIVE_TRACE EXPERT_VALIDATION_REQUIRED HYDROGEL_NETWORK LAMINATED LOW_HAZARD_GATE PHOTOCATALYTIC_SURFACE RULE_REWRITE SELF_HEALING_LAYER WORLD_MODEL,"{""BACTERIAL_CELLULOSE_MATRIX"": 0.024905047858530656, ""GELATIN_COLLAGEN_TOKEN"": 0.018639276201729636, ""LOW_NOISE_MEMORY_FIELD"": 0.18337120009646785, ""REPRODUCIBLE_SCENE_PROTOCOL"": 0.5297354570093555, ""SAFE_CONTAINMENT_MATRIX"": 0.18689747031433654, ""SIGNAL_CLARITY_GATE"": 0.05645154851957984}"
